id_client,loan_date,loan_due_date,payment_date,income,culture,hectar,total_hectares_client,loan_amount,loan_amount_term,rating,score,total_debt,default_status,transaction_type
CLIENT_1235,2025-06-17,2026-06-12,2026-09-09,129476.11,2,384.36,775.75,960900.0,360,0,200,960900.0,1,historic
CLIENT_1235,2026-01-27,2026-07-26,2026-09-09,35957.22,5,371.65,775.75,668970.0,180,0,200,668970.0,1,historic
CLIENT_1235,2026-06-28,2027-06-23,2027-09-24,313640.02,1,94.83,775.75,284490.0,360,0,200,482585.48,1,historic
CLIENT_1235,2027-01-04,2027-07-03,2027-07-26,219530.21,6,105.55,775.75,158325.0,180,0,200,232996.52,1,historic
CLIENT_1236,2023-01-20,2024-01-15,2024-01-05,433042.97,5,247.01,704.0,444618.0,360,4,732,852544.18,0,first
CLIENT_1236,2024-01-28,2024-07-26,2024-07-16,466795.6,5,207.0,704.0,372600.0,180,4,724,715691.75,0,historic
CLIENT_1236,2025-01-12,2025-07-11,2025-07-08,464618.36,5,144.48,704.0,260064.0,180,4,735,395199.98,0,historic
CLIENT_1236,2026-06-26,2027-06-21,2027-06-11,203022.56,1,53.21,704.0,159630.0,360,5,761,237246.65,0,historic
CLIENT_1236,2027-06-27,2028-06-21,2028-06-14,340805.51,3,317.54,704.0,635080.0,360,5,786,848140.77,0,historic
CLIENT_1236,2028-01-10,2028-07-08,2028-06-28,483235.85,6,35.37,704.0,53055.0,180,5,772,98218.83,0,historic
CLIENT_1236,2029-06-03,2030-05-29,2030-05-26,314263.11,1,132.74,704.0,398220.0,360,5,778,705183.56,0,historic
CLIENT_1236,2030-01-02,2030-07-01,2030-06-22,273254.73,5,312.23,704.0,562014.0,180,5,768,749437.37,0,historic
CLIENT_1236,2031-01-09,2031-07-08,2031-07-03,109912.43,6,35.79,704.0,53685.0,180,5,758,71004.49,0,historic
CLIENT_1236,2031-06-28,2032-06-22,2032-06-14,259626.47,3,305.49,704.0,610980.0,360,5,781,685496.26,0,historic
CLIENT_1236,2032-06-28,2032-12-25,2032-12-19,384714.18,2,217.49,704.0,543725.0,180,5,816,1047659.98,0,historic
CLIENT_1236,2033-06-19,2033-12-16,2033-12-18,189539.82,4,196.17,704.0,686595.0,180,5,830,686595.0,1,historic
CLIENT_1236,2034-06-05,2035-05-31,2035-05-30,395400.26,4,122.16,704.0,427560.0,360,4,712,670501.32,0,historic
CLIENT_1236,2035-01-05,2035-07-04,2035-06-28,21402.69,5,321.32,704.0,578376.0,180,4,714,578376.0,0,historic
CLIENT_1236,2035-06-17,2036-06-11,2036-06-09,151538.4,3,145.15,704.0,290300.0,360,4,736,445686.84,0,historic
CLIENT_1237,2023-01-19,2023-07-18,2023-09-13,224597.62,6,73.39,198.81,110085.0,180,1,470,119658.42,1,first
CLIENT_1237,2023-06-19,2024-06-13,2024-10-01,229117.72,1,27.23,198.81,81690.0,360,0,372,147205.98,1,historic
CLIENT_1237,2024-06-23,2024-12-20,2025-01-11,271587.78,3,91.4,198.81,182800.0,180,0,305,200452.7,1,historic
CLIENT_1237,2025-01-06,2026-01-01,2026-02-01,242426.26,6,48.55,198.81,72825.0,360,0,251,141090.62,1,historic
CLIENT_1237,2025-06-19,2025-12-16,2026-03-01,426369.56,1,67.51,198.81,202530.0,180,0,233,283444.01,1,historic
CLIENT_1237,2026-06-25,2026-12-22,2027-03-30,104797.27,1,53.16,198.81,159480.0,180,0,200,160213.58,1,historic
CLIENT_1237,2027-01-10,2027-07-09,2027-07-29,353600.23,6,32.18,198.81,48270.0,180,0,200,79861.16,1,historic
CLIENT_1237,2027-06-06,2028-05-31,2028-09-16,224750.74,2,27.39,198.81,68475.0,360,0,200,119984.82,1,historic
CLIENT_1237,2028-01-01,2028-12-26,2029-03-28,195587.84,6,91.16,198.81,136740.0,360,0,200,259593.68,1,historic
CLIENT_1237,2028-06-05,2029-05-31,2029-07-31,455984.27,3,42.2,198.81,84400.0,360,0,200,123788.7,1,historic
CLIENT_1238,2020-01-21,2021-01-15,2021-01-20,158278.11,6,121.37,259.58,182055.0,360,5,783,284108.56,1,first
CLIENT_1238,2020-06-19,2020-12-16,2020-12-11,413392.53,3,105.88,259.58,211760.0,180,4,748,273299.7,0,historic
CLIENT_1238,2021-06-28,2021-12-25,2021-12-19,52291.45,4,66.64,259.58,233240.0,180,5,752,233240.0,0,historic
CLIENT_1238,2022-06-05,2023-05-31,2023-05-21,479700.41,1,76.09,259.58,228270.0,360,5,756,434170.66,0,historic
CLIENT_1238,2023-01-14,2024-01-09,2024-01-07,25223.34,6,97.18,259.58,145770.0,360,5,795,145770.0,0,historic
CLIENT_1238,2023-06-09,2024-06-03,2024-06-01,72479.8,3,88.18,259.58,176360.0,360,5,833,197704.31,0,historic
CLIENT_1238,2024-01-20,2025-01-14,2025-01-17,487496.79,5,83.7,259.58,150660.0,360,5,850,213321.53,1,historic
CLIENT_1238,2025-06-28,2025-12-25,2025-12-16,341088.86,1,126.74,259.58,380220.0,180,5,760,545338.92,0,historic
CLIENT_1238,2026-01-11,2027-01-06,2026-12-28,187321.04,6,91.06,259.58,136590.0,360,5,760,227469.79,0,historic
CLIENT_1238,2026-06-18,2026-12-15,2026-12-07,138288.09,3,60.27,259.58,120540.0,180,5,787,193260.29,0,historic
CLIENT_1238,2027-06-11,2028-06-05,2028-06-04,315990.26,1,60.93,259.58,182790.0,360,5,781,304360.43,0,historic
CLIENT_1239,2021-06-16,2021-12-13,2021-12-07,393310.59,2,157.95,625.27,394875.0,180,1,409,786972.45,0,first
CLIENT_1239,2022-06-04,2023-05-30,2023-05-30,343371.62,2,295.72,625.27,739300.0,360,1,406,816076.11,0,historic
CLIENT_1239,2023-01-05,2023-12-31,2024-01-02,283225.5,5,178.77,625.27,321786.0,360,1,412,444100.32,1,historic
CLIENT_1239,2023-06-25,2024-06-19,2024-08-21,388527.84,3,111.82,625.27,223640.0,360,0,305,410658.33,1,historic
CLIENT_1239,2024-01-06,2024-07-04,2024-09-29,295491.78,5,250.65,625.27,451170.0,180,0,295,597359.2,1,historic
CLIENT_1239,2025-01-28,2026-01-23,2026-03-22,274347.48,6,100.83,625.27,151245.0,360,0,200,300720.16,1,historic
CLIENT_1239,2026-06-26,2026-12-23,2027-04-05,6891.11,1,159.66,625.27,478980.0,180,0,200,478980.0,1,historic
CLIENT_1240,2023-06-19,2023-12-16,2024-01-03,300932.4,2,291.61,766.85,729025.0,180,1,429,772298.27,1,first
CLIENT_1240,2024-01-22,2024-07-20,2024-09-16,294015.18,5,230.27,766.85,414486.0,180,1,414,754491.61,1,historic
CLIENT_1240,2025-01-06,2025-07-05,2025-09-16,78001.96,5,59.03,766.85,106254.0,180,0,394,140428.5,1,historic
CLIENT_1240,2025-06-25,2025-12-22,2026-04-03,160478.63,4,125.24,766.85,438340.0,180,0,334,457242.31,1,historic
CLIENT_1240,2026-06-11,2027-06-06,2027-08-07,341865.45,4,271.58,766.85,950530.0,360,0,301,975012.91,1,historic
CLIENT_1240,2027-06-21,2028-06-15,2028-10-11,418209.17,1,117.51,766.85,352530.0,360,0,221,691179.44,1,historic
CLIENT_1240,2028-06-24,2029-06-19,2029-08-20,275777.01,3,195.77,766.85,391540.0,360,0,200,469342.5,1,historic
CLIENT_1240,2029-01-20,2029-07-19,2029-09-25,242917.14,6,75.06,766.85,112590.0,180,0,200,138795.44,1,historic
CLIENT_1240,2029-06-21,2030-06-16,2030-09-28,324798.79,2,312.23,766.85,780575.0,360,0,200,821666.25,1,historic
CLIENT_1240,2030-01-07,2031-01-02,2031-05-02,171454.75,5,170.47,766.85,306846.0,360,0,200,408390.02,1,historic
CLIENT_1241,2020-01-23,2021-01-17,2021-01-13,59522.27,5,30.24,597.4,54432.0,360,2,505,61017.46,0,first
CLIENT_1241,2020-06-05,2021-05-31,2021-05-25,130127.78,1,107.82,597.4,323460.0,360,1,499,356071.6,0,historic
CLIENT_1241,2021-01-27,2021-07-26,2021-07-16,441716.85,6,252.86,597.4,379290.0,180,2,505,403631.52,0,historic
CLIENT_1241,2022-01-21,2023-01-16,2023-01-09,112760.28,6,171.11,597.4,256665.0,360,2,545,304696.86,0,historic
CLIENT_1241,2022-06-21,2023-06-16,2023-07-16,327704.31,4,140.4,597.4,491400.0,360,2,547,842623.65,1,historic
CLIENT_1241,2023-01-21,2023-07-20,2023-09-10,266460.02,6,233.23,597.4,349845.0,180,1,487,496053.86,1,historic
CLIENT_1241,2024-01-17,2024-07-15,2024-08-10,401279.49,6,223.51,597.4,335265.0,180,1,449,502860.95,1,historic
CLIENT_1241,2025-01-16,2026-01-11,2026-03-22,25706.25,5,164.16,597.4,295488.0,360,0,352,295488.0,1,historic
CLIENT_1241,2025-06-23,2026-06-18,2026-09-28,309136.97,2,129.77,597.4,324425.0,360,0,272,408987.33,1,historic
CLIENT_1241,2026-06-28,2026-12-25,2027-01-20,254161.85,3,176.9,597.4,353800.0,180,0,200,660394.42,1,historic
CLIENT_1241,2027-06-19,2028-06-13,2028-10-08,111605.06,1,202.6,597.4,607800.0,360,0,200,607800.0,1,historic
CLIENT_1241,2028-01-23,2029-01-17,2029-04-03,49805.38,5,85.7,597.4,154260.0,360,0,200,154260.0,1,historic
CLIENT_1241,2028-06-26,2028-12-23,2029-02-09,429857.55,3,187.61,597.4,375220.0,180,0,200,747207.18,1,historic
CLIENT_1241,2029-06-17,2029-12-14,2030-02-09,448237.75,3,201.06,597.4,402120.0,180,0,200,645825.84,1,historic
CLIENT_1241,2030-01-06,2031-01-01,2031-01-31,162718.54,5,73.75,597.4,132750.0,360,0,200,233963.93,1,historic
CLIENT_1242,2021-01-04,2021-12-30,2021-12-28,114151.63,5,203.66,428.25,366588.0,360,3,618,366588.0,0,first
CLIENT_1242,2021-06-13,2021-12-10,2021-12-08,114218.59,1,49.22,428.25,147660.0,180,3,602,244402.35,0,historic
CLIENT_1242,2022-01-27,2022-07-26,2022-07-25,97211.16,5,207.95,428.25,374310.0,180,3,624,374310.0,0,historic
CLIENT_1242,2022-06-05,2023-05-31,2023-06-03,232429.76,4,124.18,428.25,434630.0,360,3,604,530216.76,1,historic
CLIENT_1242,2023-01-02,2023-07-01,2023-08-19,489356.45,5,86.49,428.25,155682.0,180,1,494,271177.45,1,historic
CLIENT_1242,2023-06-24,2024-06-18,2024-06-17,46785.64,3,203.5,428.25,407000.0,360,1,468,407000.0,0,historic
CLIENT_1242,2024-01-15,2024-07-13,2024-07-16,253138.62,6,131.77,428.25,197655.0,180,1,448,378533.99,1,historic
CLIENT_1242,2024-06-27,2024-12-24,2025-03-09,280647.47,1,80.41,428.25,241230.0,180,0,341,286527.69,1,historic
CLIENT_1242,2025-06-19,2026-06-14,2026-07-12,436366.51,2,142.95,428.25,357375.0,360,0,323,525110.55,1,historic
CLIENT_1242,2026-06-26,2026-12-23,2027-03-29,442425.08,2,134.71,428.25,336775.0,180,0,307,424115.44,1,historic
CLIENT_1242,2027-06-17,2028-06-11,2028-07-04,166412.38,4,38.94,428.25,136290.0,360,0,223,242380.25,1,historic
CLIENT_1242,2028-06-15,2029-06-10,2029-07-11,122845.22,1,48.97,428.25,146910.0,360,0,200,263004.43,1,historic
CLIENT_1242,2029-01-04,2029-12-30,2030-03-10,422055.71,5,163.67,428.25,294606.0,360,0,200,436085.14,1,historic
CLIENT_1243,2020-06-07,2020-12-04,2020-12-05,350785.81,2,141.01,459.36,352525.0,180,2,576,621880.2,1,first
CLIENT_1243,2021-01-08,2022-01-03,2022-01-13,357102.05,5,37.17,459.36,66906.0,360,2,544,133251.4,1,historic
CLIENT_1243,2021-06-18,2022-06-13,2022-07-18,32635.29,1,45.02,459.36,135060.0,360,1,497,135060.0,1,historic
CLIENT_1243,2022-06-14,2022-12-11,2023-01-08,226135.51,4,100.12,459.36,350420.0,180,1,471,370437.97,1,historic
CLIENT_1243,2023-01-06,2023-07-05,2023-06-29,137272.53,6,185.0,459.36,277500.0,180,1,443,287806.58,0,historic
CLIENT_1243,2023-06-26,2024-06-20,2024-06-11,391692.66,2,196.11,459.36,490275.0,360,1,476,768138.75,0,historic
CLIENT_1243,2024-01-14,2025-01-08,2025-01-10,427039.6,6,111.99,459.36,167985.0,360,2,515,209066.47,1,historic
CLIENT_1243,2025-06-17,2025-12-14,2025-12-16,131356.4,4,75.91,459.36,265685.0,180,1,460,338432.2,1,historic
CLIENT_1243,2026-06-08,2027-06-03,2027-07-22,185050.12,3,178.51,459.36,357020.0,360,0,389,394773.0,1,historic
CLIENT_1243,2027-01-25,2028-01-20,2028-02-17,317557.4,6,98.47,459.36,147705.0,360,0,281,171139.88,1,historic
CLIENT_1243,2027-06-24,2028-06-18,2028-07-25,272061.63,3,208.7,459.36,417400.0,360,0,229,537623.56,1,historic
CLIENT_1244,2022-06-11,2022-12-08,2023-02-24,451806.49,1,9.99,159.35,29970.0,180,0,308,59611.49,1,first
CLIENT_1244,2023-01-27,2023-07-26,2023-10-18,80954.95,6,47.33,159.35,70995.0,180,0,292,87565.41,1,historic
CLIENT_1244,2024-01-20,2025-01-14,2025-02-14,84887.15,6,39.64,159.35,59460.0,360,0,228,67575.41,1,historic
CLIENT_1244,2025-01-28,2025-07-27,2025-09-09,320434.3,5,23.46,159.35,42228.0,180,0,200,46575.7,1,historic
CLIENT_1244,2025-06-13,2026-06-08,2026-10-06,130739.52,1,11.91,159.35,35730.0,360,0,200,55070.93,1,historic
CLIENT_1244,2026-06-17,2027-06-12,2027-08-28,490471.41,1,74.08,159.35,222240.0,360,0,200,253132.01,1,historic
CLIENT_1244,2027-01-14,2028-01-09,2028-04-19,104335.15,5,44.32,159.35,79776.0,360,0,200,84137.89,1,historic
CLIENT_1244,2027-06-22,2027-12-19,2028-03-07,366631.27,2,64.94,159.35,162350.0,180,0,200,259351.79,1,historic
CLIENT_1244,2028-06-09,2028-12-06,2028-12-26,80163.06,3,12.5,159.35,25000.0,180,0,200,47294.43,1,historic
CLIENT_1244,2029-01-21,2029-07-20,2029-11-01,464540.56,6,79.21,159.35,118815.0,180,0,200,221278.84,1,historic
CLIENT_1244,2030-01-26,2030-07-25,2030-09-28,161487.18,5,32.73,159.35,58914.0,180,0,200,77220.77,1,historic
CLIENT_1244,2031-01-23,2031-07-22,2031-09-09,332327.76,5,46.92,159.35,84456.0,180,0,200,135618.67,1,historic
CLIENT_1244,2031-06-04,2031-12-01,2031-12-22,393839.92,1,53.16,159.35,159480.0,180,0,200,195857.63,1,historic
CLIENT_1244,2032-01-21,2033-01-15,2033-05-12,308401.35,5,35.54,159.35,63972.0,360,0,200,113669.57,1,historic
CLIENT_1244,2032-06-05,2033-05-31,2033-06-27,97202.36,3,15.14,159.35,30280.0,360,0,200,30430.12,1,historic
CLIENT_1244,2033-06-02,2034-05-28,2034-07-13,230927.73,3,44.93,159.35,89860.0,360,0,200,103294.74,1,historic
CLIENT_1244,2034-01-05,2034-07-04,2034-09-15,118276.57,5,12.4,159.35,22320.0,180,0,200,44554.25,1,historic
CLIENT_1245,2021-06-12,2021-12-09,2022-03-17,252019.96,3,247.91,951.62,495820.0,180,0,399,585958.06,1,first
CLIENT_1245,2022-06-16,2022-12-13,2023-04-05,324539.02,4,150.82,951.62,527870.0,180,0,304,678666.52,1,historic
CLIENT_1245,2023-06-26,2023-12-23,2024-03-07,110655.63,1,225.27,951.62,675810.0,180,0,282,675810.0,1,historic
CLIENT_1245,2024-01-21,2025-01-15,2025-03-16,161934.41,5,237.22,951.62,426996.0,360,0,200,468653.67,1,historic
CLIENT_1245,2025-01-26,2026-01-21,2026-05-19,261487.34,6,140.94,951.62,211410.0,360,0,200,292189.18,1,historic
CLIENT_1245,2025-06-10,2026-06-05,2026-07-09,349891.66,2,322.92,951.62,807300.0,360,0,200,869564.93,1,historic
CLIENT_1245,2026-01-27,2026-07-26,2026-11-15,459630.58,5,403.76,951.62,726768.0,180,0,200,1312920.12,1,historic
CLIENT_1245,2026-06-21,2027-06-16,2027-07-13,270773.9,3,223.62,951.62,447240.0,360,0,200,570245.09,1,historic
CLIENT_1245,2027-06-20,2027-12-17,2028-04-05,123005.85,1,433.32,951.62,1299960.0,180,0,200,1299960.0,1,historic
CLIENT_1245,2028-06-17,2029-06-12,2029-08-15,134037.34,1,414.3,951.62,1242900.0,360,0,200,1242900.0,1,historic
CLIENT_1245,2029-06-16,2029-12-13,2030-03-25,275664.56,3,241.09,951.62,482180.0,180,0,200,698272.0,1,historic
CLIENT_1245,2030-01-27,2031-01-22,2031-04-27,136912.0,5,156.43,951.62,281574.0,360,0,200,403251.13,1,historic
CLIENT_1245,2031-01-24,2032-01-19,2032-03-23,155964.41,5,445.38,951.62,801684.0,360,0,200,801684.0,1,historic
CLIENT_1245,2031-06-12,2032-06-06,2032-05-29,145928.46,3,157.95,951.62,315900.0,360,0,200,425019.73,0,historic
CLIENT_1246,2023-01-23,2024-01-18,2024-01-19,106375.59,5,165.07,371.02,297126.0,360,4,731,311700.81,1,first
CLIENT_1246,2023-06-01,2023-11-28,2023-11-18,247848.34,4,40.18,371.02,140630.0,180,3,615,248269.4,0,historic
CLIENT_1246,2023-06-15,2024-06-09,2024-06-02,366069.74,3,169.89,371.02,339780.0,360,3,624,611069.07,0,historic
CLIENT_1246,2024-01-26,2024-07-24,2024-07-27,15421.42,5,89.67,371.02,161406.0,180,3,623,161406.0,1,historic
CLIENT_1246,2024-06-11,2025-06-06,2025-06-04,174321.29,1,93.92,371.02,281760.0,360,2,577,287120.11,0,historic
CLIENT_1246,2025-06-12,2026-06-07,2026-06-05,465901.25,4,155.69,371.02,544915.0,360,2,577,901355.0,0,historic
CLIENT_1246,2026-06-09,2027-06-04,2027-05-27,494628.87,3,88.98,371.02,177960.0,360,2,563,219891.63,0,historic
CLIENT_1246,2027-06-18,2028-06-12,2028-06-10,300375.5,1,78.32,371.02,234960.0,360,2,581,332814.96,0,historic
CLIENT_1246,2028-01-11,2029-01-05,2029-02-02,329508.56,5,94.54,371.02,170172.0,360,2,579,295639.6,1,historic
CLIENT_1246,2028-06-16,2028-12-13,2028-12-05,360207.17,4,83.55,371.02,292425.0,180,2,511,408537.97,0,historic
CLIENT_1246,2029-06-02,2029-11-29,2029-12-01,147618.79,2,113.38,371.02,283450.0,180,2,527,385575.21,1,historic
CLIENT_1246,2030-06-22,2030-12-19,2031-01-16,45038.28,3,52.27,371.02,104540.0,180,1,462,115038.07,1,historic
CLIENT_1246,2031-06-17,2032-06-11,2032-07-05,489673.87,4,29.25,371.02,102375.0,360,0,375,176293.07,1,historic
CLIENT_1246,2032-01-20,2033-01-14,2033-02-17,287256.58,5,108.85,371.02,195930.0,360,0,274,259756.02,1,historic
CLIENT_1246,2032-06-10,2032-12-07,2033-01-15,145263.28,3,88.1,371.02,176200.0,180,0,211,198106.85,1,historic
CLIENT_1246,2033-06-17,2034-06-12,2034-08-18,456676.92,2,38.4,371.02,96000.0,360,0,200,171798.92,1,historic
CLIENT_1246,2034-01-03,2034-12-29,2035-04-28,307860.36,6,162.17,371.02,243255.0,360,0,200,381318.09,1,historic
CLIENT_1247,2023-06-06,2024-05-31,2024-06-26,177693.06,2,9.99,101.99,24975.0,360,1,413,48864.67,1,first
CLIENT_1247,2024-01-03,2024-07-01,2024-09-05,445193.19,6,38.46,101.99,57690.0,180,0,319,85639.98,1,historic
CLIENT_1247,2024-06-07,2025-06-02,2025-08-06,212594.84,2,15.94,101.99,39850.0,360,0,296,48176.77,1,historic
CLIENT_1247,2025-01-28,2026-01-23,2026-05-08,133703.51,5,47.56,101.99,85608.0,360,0,200,121451.07,1,historic
CLIENT_1247,2025-06-04,2025-12-01,2026-03-16,346084.7,4,5.41,101.99,18935.0,180,0,200,31546.48,1,historic
CLIENT_1247,2025-06-09,2025-12-06,2026-01-24,443217.41,2,31.89,101.99,79725.0,180,0,200,156892.53,1,historic
CLIENT_1247,2026-01-28,2027-01-23,2027-03-11,239340.78,6,21.29,101.99,31935.0,360,0,200,55671.55,1,historic
CLIENT_1247,2027-01-24,2028-01-19,2028-03-17,308273.82,5,27.38,101.99,49284.0,360,0,200,64232.11,1,historic
CLIENT_1247,2027-06-13,2028-06-07,2028-07-29,476895.77,1,9.48,101.99,28440.0,360,0,200,37167.55,1,historic
CLIENT_1248,2021-06-18,2021-12-15,2022-02-08,230734.83,1,150.62,496.76,451860.0,180,1,467,597443.87,1,first
CLIENT_1248,2022-06-20,2023-06-15,2023-07-07,183132.98,2,164.31,496.76,410775.0,360,1,429,490725.3,1,historic
CLIENT_1248,2023-01-05,2023-07-04,2023-07-24,217029.06,6,194.27,496.76,291405.0,180,1,404,458418.82,1,historic
CLIENT_1248,2023-06-28,2023-12-25,2024-03-02,368818.26,2,213.2,496.76,533000.0,180,0,320,981175.1,1,historic
CLIENT_1248,2024-06-28,2025-06-23,2025-06-25,31712.14,4,167.12,496.76,584920.0,360,0,223,584920.0,1,historic
CLIENT_1248,2025-01-25,2026-01-20,2026-03-14,442683.06,6,170.31,496.76,255465.0,360,0,200,470067.73,1,historic
CLIENT_1248,2025-06-04,2026-05-30,2026-07-18,158464.71,3,195.51,496.76,391020.0,360,0,200,467973.11,1,historic
CLIENT_1248,2026-06-02,2027-05-28,2027-05-21,499845.58,4,184.36,496.76,645260.0,360,0,200,1048889.63,0,historic
CLIENT_1248,2027-01-12,2028-01-07,2028-05-02,407355.06,5,127.02,496.76,228636.0,360,0,226,382555.16,1,historic
CLIENT_1249,2022-06-04,2023-05-30,2023-07-14,210246.02,1,152.27,667.79,456810.0,360,0,291,589216.13,1,first
CLIENT_1249,2023-06-19,2023-12-16,2024-03-16,263959.16,4,325.36,667.79,1138760.0,180,0,200,1138760.0,1,historic
CLIENT_1249,2024-06-28,2024-12-25,2025-02-05,461603.3,2,333.59,667.79,833975.0,180,0,200,1077282.85,1,historic
CLIENT_1249,2025-01-21,2026-01-16,2026-02-17,454636.58,5,74.59,667.79,134262.0,360,0,200,236731.02,1,historic
CLIENT_1249,2026-01-20,2027-01-15,2027-04-15,415206.47,6,213.1,667.79,319650.0,360,0,200,624604.66,1,historic
CLIENT_1249,2026-06-13,2026-12-10,2027-01-19,474547.27,1,287.69,667.79,863070.0,180,0,200,888968.31,1,historic
CLIENT_1249,2027-01-20,2028-01-15,2028-03-01,412672.92,6,182.62,667.79,273930.0,360,0,200,404174.74,1,historic
CLIENT_1249,2027-06-16,2028-06-10,2028-07-09,406788.26,2,264.53,667.79,661325.0,360,0,200,997671.08,1,historic
CLIENT_1249,2028-01-23,2028-07-21,2028-07-11,124227.36,5,176.79,667.79,318222.0,180,0,200,354190.31,0,historic
CLIENT_1249,2028-06-28,2029-06-23,2029-06-22,341901.36,4,304.01,667.79,1064035.0,360,0,221,1064035.0,0,historic
CLIENT_1249,2029-01-20,2030-01-15,2030-02-25,357871.96,5,279.06,667.79,502308.0,360,0,222,797445.43,1,historic
CLIENT_1250,2023-01-10,2024-01-05,2024-01-08,85024.85,5,112.26,235.99,202068.0,360,3,672,255008.84,1,first
CLIENT_1250,2023-06-28,2024-06-22,2024-06-15,133225.53,3,112.61,235.99,225220.0,360,2,564,225506.98,0,historic
CLIENT_1250,2024-01-27,2024-07-25,2024-07-17,16663.63,6,113.22,235.99,169830.0,180,2,560,169830.0,0,historic
CLIENT_1250,2024-06-24,2025-06-19,2025-06-15,468071.01,2,91.55,235.99,228875.0,360,2,577,301072.88,0,historic
CLIENT_1250,2025-06-22,2026-06-17,2026-06-19,43968.35,4,109.8,235.99,384300.0,360,3,612,384300.0,1,historic
CLIENT_1250,2026-01-04,2026-12-30,2026-12-29,171982.9,6,87.4,235.99,131100.0,360,2,553,214956.88,0,historic
CLIENT_1250,2026-06-18,2026-12-15,2026-12-14,350750.68,2,72.26,235.99,180650.0,180,2,558,343935.24,0,historic
CLIENT_1250,2027-06-12,2027-12-09,2027-12-07,201603.93,4,89.93,235.99,314755.0,180,2,582,394646.67,0,historic
CLIENT_1250,2028-01-25,2029-01-19,2029-01-18,368459.02,6,69.78,235.99,104670.0,360,3,618,154771.75,0,historic
CLIENT_1250,2028-06-21,2029-06-16,2029-06-11,76237.12,3,112.42,235.99,224840.0,360,3,641,226510.63,0,historic
CLIENT_1250,2029-06-23,2030-06-18,2030-06-18,82118.93,2,82.24,235.99,205600.0,360,3,630,220055.07,0,historic
CLIENT_1250,2030-01-28,2030-07-27,2030-07-28,403231.32,6,111.87,235.99,167805.0,180,3,615,292214.4,1,historic
CLIENT_1250,2030-06-23,2030-12-20,2030-12-22,7587.49,1,91.69,235.99,275070.0,180,2,570,275070.0,1,historic
CLIENT_1250,2031-01-22,2032-01-17,2032-03-09,99726.16,6,32.81,235.99,49215.0,360,1,468,71007.3,1,historic
CLIENT_1250,2032-01-18,2032-07-16,2032-08-12,292063.51,6,106.05,235.99,159075.0,180,1,422,290299.32,1,historic
CLIENT_1250,2033-06-16,2034-06-11,2034-08-16,94494.51,3,44.25,235.99,88500.0,360,0,398,137773.89,1,historic
CLIENT_1251,2022-06-27,2023-06-22,2023-06-25,114148.03,4,244.51,839.38,855785.0,360,5,773,855785.0,1,first
CLIENT_1251,2023-01-18,2024-01-13,2024-01-15,154701.85,6,336.09,839.38,504135.0,360,3,670,504135.0,1,historic
CLIENT_1251,2024-01-15,2025-01-09,2025-01-10,46338.47,5,263.57,839.38,474426.0,360,3,651,474426.0,1,historic
CLIENT_1251,2024-06-18,2025-06-13,2025-06-05,146471.7,4,396.03,839.38,1386105.0,360,3,617,1386105.0,0,historic
CLIENT_1251,2025-06-16,2026-06-11,2026-06-05,290643.46,1,207.81,839.38,623430.0,360,3,643,645897.21,0,historic
CLIENT_1252,2023-06-04,2024-05-29,2024-06-09,435972.17,3,209.98,731.94,419960.0,360,2,563,619929.98,1,first
CLIENT_1252,2024-06-24,2024-12-21,2025-02-12,443372.21,1,304.01,731.94,912030.0,180,1,458,1209362.76,1,historic
CLIENT_1252,2025-01-25,2025-07-24,2025-08-04,55254.68,6,361.39,731.94,542085.0,180,1,430,542085.0,1,historic
CLIENT_1252,2025-06-09,2026-06-04,2026-08-30,73090.17,3,306.66,731.94,613320.0,360,0,321,613320.0,1,historic
CLIENT_1252,2026-01-08,2027-01-03,2026-12-24,436266.38,5,163.37,731.94,294066.0,360,0,211,494827.08,0,historic
CLIENT_1252,2027-01-25,2028-01-20,2028-01-16,12555.84,5,185.87,731.94,334566.0,360,0,200,334566.0,0,historic
CLIENT_1252,2027-06-13,2028-06-07,2028-08-06,179223.15,3,83.7,731.94,167400.0,360,0,222,181215.53,1,historic
CLIENT_1253,2023-01-07,2024-01-02,2023-12-30,57914.04,6,336.69,842.85,505035.0,360,3,697,505035.0,0,first
CLIENT_1253,2023-06-17,2023-12-14,2023-12-17,323820.97,4,314.05,842.85,1099175.0,180,3,694,1099175.0,1,historic
CLIENT_1253,2024-01-27,2025-01-21,2025-01-15,478914.32,5,205.86,842.85,370548.0,360,2,582,495234.32,0,historic
CLIENT_1253,2024-06-06,2024-12-03,2024-11-28,10903.97,3,118.72,842.85,237440.0,180,2,586,237440.0,0,historic
CLIENT_1253,2025-06-03,2025-11-30,2025-12-02,499166.17,4,205.88,842.85,720580.0,180,3,616,746789.07,1,historic
CLIENT_1253,2026-01-16,2027-01-11,2027-02-09,393560.47,5,157.59,842.85,283662.0,360,2,521,323484.76,1,historic
CLIENT_1253,2027-01-12,2028-01-07,2028-01-17,83657.07,5,301.7,842.85,543060.0,360,1,470,543060.0,1,historic
CLIENT_1253,2027-06-13,2027-12-10,2028-01-21,249524.33,3,151.06,842.85,302120.0,180,0,394,530045.84,1,historic
CLIENT_1253,2027-06-17,2027-12-14,2028-01-16,293435.5,1,114.25,842.85,342750.0,180,0,384,370690.24,1,historic
CLIENT_1254,2020-06-12,2021-06-07,2021-06-01,236462.64,1,221.9,961.0,665700.0,360,5,798,666522.38,0,first
