id_client,culture,hectar,parcelas,rating,score,endividamento_curto,endividamento_medio,endividamento_longo,inadimplencia,amount
5675,Milho,13,24,D,846,894,2063,14208,0,140712
5676,Arroz,9,12,D,661,19906,38217,42214,1,90594
5677,Milho,34,12,A,503,2662,39429,57057,0,368016
5678,Milho,12,18,C,655,14882,37272,86786,0,129888
5679,Milho,42,8,D,317,14518,22231,28904,1,454608
5680,Feijão,13,6,C,718,14923,26115,18442,0,79950
5681,Feijão,29,24,B,423,4030,14052,96213,0,178350
5682,Feijão,10,8,D,788,3938,1464,92576,1,61500
5683,Feijão,27,6,B,577,15849,22010,61448,1,166050
5684,Trigo,23,12,D,399,1373,18627,92981,0,127512
5685,Feijão,16,18,C,619,11592,14409,43573,0,98400
5686,Milho,42,8,B,551,18468,19101,96137,0,454608
5687,Milho,12,8,A,344,1790,49898,4224,0,129888
5688,Trigo,38,8,A,792,18067,18659,39536,1,210672
5689,Trigo,5,6,D,331,4397,41426,50675,1,27720
5690,Soja,24,8,C,643,1786,29846,21602,1,111000
5691,Arroz,46,6,A,734,9059,36383,18818,0,463036
5692,Trigo,29,6,D,810,17410,35768,72477,0,160776
5693,Soja,2,6,C,602,19038,8878,68196,1,9250
5694,Feijão,22,6,C,721,15538,5418,53291,0,135300
5695,Arroz,18,24,B,358,11901,20908,91162,0,181188
5696,Trigo,28,18,D,589,10284,46315,90757,0,155232
5697,Feijão,40,10,A,341,9399,45533,13001,0,246000
5698,Arroz,32,12,D,548,13558,40454,36674,1,322112
5699,Arroz,14,8,D,459,16493,835,26029,1,140924
5700,Soja,19,24,C,663,3130,5773,62746,0,87875
5701,Feijão,16,18,C,702,17260,11988,2074,0,98400
5702,Soja,16,6,C,709,12310,45408,78377,1,74000
5703,Milho,12,24,B,434,14365,29589,40866,0,129888
5704,Soja,19,10,A,430,4162,3308,80547,1,87875
5705,Trigo,39,12,B,847,14666,31402,50041,1,216216
5706,Feijão,8,8,B,651,1615,5130,51043,0,49200
5707,Trigo,4,8,C,581,15276,24788,51290,1,22176
5708,Soja,9,8,A,332,6526,2485,51112,1,41625
5709,Milho,49,8,A,463,5640,49130,19245,0,530376
5710,Feijão,16,6,C,419,16012,28434,59992,0,98400
5711,Soja,28,6,A,580,11599,22345,95927,0,129500
5712,Feijão,35,10,B,499,8628,28533,27702,0,215250
5713,Arroz,49,24,A,413,2642,17901,48744,1,493234
5714,Trigo,20,10,A,747,17256,11018,25824,1,110880
5715,Milho,10,24,A,428,19293,25020,22476,1,108240
5716,Feijão,7,8,C,480,10349,13704,92592,1,43050
5717,Milho,26,18,A,460,18322,18269,3181,1,281424
5718,Feijão,42,12,C,410,2231,27693,39278,1,258300
5719,Milho,18,12,A,653,10409,6630,14526,1,194832
5720,Arroz,34,6,A,667,18956,19241,61689,0,342244
5721,Arroz,23,12,D,308,2020,39445,35560,0,231518
5722,Feijão,10,18,C,644,14417,42641,15347,1,61500
5723,Arroz,13,12,C,386,19711,49325,65816,0,130858
5724,Arroz,4,24,C,785,3352,29176,19272,1,40264
5725,Soja,33,8,A,743,17378,29622,50067,1,152625
5726,Trigo,28,6,B,536,4931,15102,80975,1,155232
5727,Arroz,43,10,B,715,1254,37154,15336,0,432838
5728,Milho,50,10,B,644,1583,4976,6727,1,541200
5729,Soja,43,6,C,360,5190,29985,46073,1,198875
5730,Trigo,27,8,A,735,14307,39570,59906,1,149688
5731,Feijão,11,24,D,399,3288,32836,43010,0,67650
5732,Arroz,4,6,B,569,5857,1740,5119,1,40264
5733,Milho,48,8,A,506,12551,1593,74931,0,519552
5734,Arroz,11,24,C,321,12988,44454,64851,1,110726
5735,Soja,49,18,A,437,17176,23364,67152,0,226625
5736,Milho,31,6,A,350,14108,20656,5151,0,335544
5737,Feijão,1,24,A,848,12974,25133,64033,1,6150
5738,Feijão,11,18,B,497,16201,24546,92768,0,67650
5739,Milho,47,24,D,465,1894,2524,1401,0,508728
5740,Trigo,4,6,C,630,2280,40315,39270,0,22176
5741,Trigo,14,24,C,510,8212,8533,30592,0,77616
5742,Trigo,15,8,D,505,18216,5038,3926,0,83160
5743,Feijão,42,6,B,610,18362,463,24431,1,258300
5744,Milho,12,6,C,472,4176,34896,55719,0,129888
5745,Arroz,35,8,C,793,5613,48470,19853,0,352310
5746,Milho,46,24,D,514,13774,3002,43232,0,497904
5747,Arroz,21,24,D,310,18073,45413,58704,0,211386
5748,Feijão,32,10,D,445,11233,1417,66965,0,196800
5749,Feijão,17,24,D,439,17342,40859,65131,1,104550
5750,Soja,33,24,B,570,5144,10241,32023,0,152625
5751,Trigo,48,24,A,817,1759,3459,62664,1,266112
5752,Feijão,37,18,C,678,4532,10451,41373,1,227550
5753,Trigo,23,6,D,474,7668,12143,31532,0,127512
5754,Feijão,14,18,D,357,19271,33080,34942,0,86100
5755,Soja,25,24,D,729,7796,22134,19752,0,115625
5756,Arroz,50,24,C,379,13737,11526,56033,0,503300
5757,Feijão,47,6,A,821,4846,34083,71524,0,289050
5758,Trigo,28,18,B,570,10110,20423,54757,1,155232
5759,Arroz,29,12,A,623,6895,35985,31896,1,291914
5760,Trigo,44,18,D,530,15134,26064,45152,1,243936
5761,Trigo,5,12,C,485,17699,31431,25306,0,27720
5762,Arroz,21,8,D,608,17054,41634,39920,0,211386
5763,Milho,1,10,C,494,991,18128,1565,0,10824
5764,Soja,20,12,A,796,9880,33,47016,1,92500
5765,Soja,42,8,B,740,4560,18352,9712,0,194250
5766,Soja,10,8,A,611,16388,49406,26718,1,46250
5767,Milho,11,10,A,847,15871,5492,67700,1,119064
5768,Arroz,24,12,C,671,2008,35353,55141,1,241584
5769,Soja,27,10,A,793,18676,20763,34906,1,124875
5770,Arroz,40,10,D,486,19720,47619,48350,1,402640
5771,Soja,35,10,D,607,16440,33179,37306,1,161875
5772,Feijão,43,10,A,626,6656,14132,23210,1,264450
5773,Arroz,12,10,C,809,5583,9539,67099,0,120792
5774,Soja,18,24,B,748,5047,4440,98681,1,83250
5775,Trigo,47,10,D,485,8078,21763,131,1,260568
5776,Milho,31,8,C,774,1395,37486,36476,0,335544
5777,Milho,34,12,C,425,16253,45898,53476,0,368016
5778,Soja,45,8,C,320,5550,35213,58204,1,208125
5779,Trigo,28,24,D,439,796,46930,36284,0,155232
5780,Feijão,36,10,B,586,3527,41147,69358,0,221400
5781,Milho,17,6,B,432,9416,9881,19841,0,184008
5782,Arroz,42,10,D,816,19064,41757,58377,1,422772
5783,Feijão,8,12,C,319,15720,45666,18203,0,49200
5784,Milho,24,18,A,379,4045,2576,37406,0,259776
5785,Feijão,42,8,A,845,362,7562,24560,0,258300
5786,Milho,44,10,A,848,18316,39462,91876,0,476256
5787,Arroz,33,8,A,832,8866,49416,23063,0,332178
5788,Milho,28,24,B,620,9336,39819,70751,1,303072
5789,Trigo,30,24,A,786,1812,35447,77880,0,166320
5790,Soja,49,6,A,341,6341,31964,94839,1,226625
5791,Feijão,45,6,A,323,8064,43273,69304,1,276750
5792,Trigo,40,6,C,430,16874,47787,34027,1,221760
5793,Soja,8,24,B,624,17487,18604,41562,1,37000
5794,Feijão,11,18,D,573,560,9894,83886,0,67650
5795,Soja,30,18,D,302,13146,6710,36506,1,138750
5796,Trigo,7,10,B,698,14364,19096,46688,1,38808
5797,Milho,7,6,C,793,10481,42713,3928,1,75768
5798,Arroz,50,12,B,542,17682,32880,32752,0,503300
5799,Soja,17,24,C,553,12748,17490,87883,0,78625
5800,Milho,18,12,B,734,724,46016,52941,1,194832
5801,Feijão,49,8,C,360,7359,34848,70929,0,301350
5802,Arroz,49,18,D,435,16420,6080,35620,1,493234
5803,Soja,14,6,C,780,16204,31722,7224,1,64750
5804,Soja,11,8,B,339,19869,22837,70780,0,50875
5805,Arroz,37,12,D,483,19323,28283,71651,1,372442
5806,Arroz,17,24,A,835,15645,26431,32945,1,171122
5807,Milho,29,6,B,543,12437,44763,66885,1,313896
5808,Arroz,8,10,D,811,419,42015,29005,0,80528
5809,Feijão,23,10,A,454,9383,49070,57455,0,141450
5810,Milho,6,18,D,777,6738,214,61541,1,64944
5811,Milho,50,18,D,830,2253,48213,17996,0,541200
5812,Trigo,48,6,D,802,10467,18274,4423,0,266112
5813,Feijão,28,18,A,629,15851,20374,35702,1,172200
5814,Trigo,36,10,C,485,6479,2519,34349,0,199584
5815,Soja,43,12,B,336,5957,22255,35879,0,198875
5816,Soja,11,6,D,671,10115,17747,55774,0,50875
5817,Trigo,44,8,C,344,1106,36958,44248,1,243936
5818,Soja,36,8,D,414,275,46027,40389,1,166500
5819,Trigo,40,10,B,723,1965,29295,39959,1,221760
5820,Trigo,34,18,D,572,1312,20539,72587,1,188496
5821,Soja,26,24,A,586,3874,4005,79229,1,120250
5822,Soja,49,24,D,461,16243,16187,98821,0,226625
5823,Milho,26,18,D,674,18119,30317,11300,1,281424
5824,Milho,43,18,B,581,5126,34980,89525,0,465432
5825,Feijão,14,6,D,646,14315,1580,54374,1,86100
5826,Trigo,19,12,B,761,3150,13163,40470,1,105336
5827,Arroz,1,12,A,782,778,2699,2906,1,10066
5828,Milho,6,12,C,409,3180,10680,37703,1,64944
5829,Soja,26,10,D,700,3359,26943,65446,1,120250
5830,Feijão,5,24,A,319,19517,35874,99222,1,30750
5831,Trigo,1,6,B,323,14864,41566,2627,1,5544
5832,Trigo,24,24,D,432,16434,42418,50635,1,133056
5833,Trigo,3,10,C,849,15925,28611,3939,1,16632
5834,Arroz,22,18,A,672,923,29393,95706,0,221452
5835,Soja,18,6,C,612,11208,29984,5874,1,83250
5836,Feijão,42,24,D,419,9244,47222,67657,0,258300
5837,Feijão,32,10,C,349,8893,22591,35218,0,196800
5838,Feijão,9,6,A,722,11603,38857,51706,0,55350
5839,Feijão,24,12,B,333,14521,3467,33363,1,147600
5840,Trigo,31,6,D,479,12255,31139,47430,1,171864
5841,Trigo,40,6,D,804,8533,44583,65522,1,221760
5842,Trigo,43,12,C,531,16540,37093,11239,0,238392
5843,Soja,41,6,C,581,15732,28342,5795,1,189625
5844,Soja,46,6,C,332,9664,35507,72978,0,212750
5845,Arroz,21,8,D,489,6721,40986,99310,0,211386
5846,Trigo,26,8,C,396,15208,30955,74610,0,144144
5847,Soja,43,8,B,395,7565,47374,24809,0,198875
5848,Soja,17,8,D,457,11092,15896,99071,1,78625
5849,Trigo,48,6,C,749,13250,23760,82000,1,266112
5850,Soja,45,10,A,720,8232,23350,86083,1,208125
5851,Milho,3,8,C,583,742,32983,4907,1,32472
5852,Milho,39,10,B,664,19138,24056,18688,1,422136
5853,Trigo,34,8,C,331,16009,29569,92004,1,188496
5854,Soja,3,6,B,340,3923,41455,49185,0,13875
5855,Soja,47,6,C,498,13464,18636,37756,0,217375
5856,Trigo,9,6,A,433,13128,24061,17784,0,49896
5857,Soja,3,18,B,453,8636,30465,92512,0,13875
5858,Milho,1,6,C,793,2635,48236,35096,0,10824
5859,Feijão,33,12,B,679,19685,10852,37421,1,202950
5860,Soja,15,6,A,442,15603,6291,35037,0,69375
5861,Milho,32,6,D,419,7677,7628,63040,1,346368
5862,Milho,24,10,D,520,2867,22594,71204,1,259776
5863,Arroz,25,6,D,564,15530,38243,84095,0,251650
5864,Trigo,3,12,A,599,3953,15920,78272,0,16632
5865,Feijão,23,12,D,565,18757,41509,25198,0,141450
5866,Soja,37,6,A,443,2350,22742,95937,0,171125
5867,Trigo,42,10,D,729,13298,25373,30103,1,232848
5868,Trigo,13,18,B,392,2134,9919,68015,1,72072
5869,Trigo,49,10,B,589,16015,89,28998,1,271656
5870,Milho,29,12,A,736,11063,6374,14385,0,313896
5871,Soja,10,10,A,645,18869,27714,40638,0,46250
5872,Arroz,8,6,B,313,12949,21091,96653,0,80528
5873,Arroz,35,6,C,800,14458,34533,53495,1,352310
5874,Feijão,19,6,A,849,15427,15788,71376,0,116850
5875,Arroz,42,6,B,683,3349,745,76933,0,422772
5876,Feijão,26,6,D,662,818,31018,63910,0,159900
5877,Arroz,10,24,B,533,17440,13011,46562,1,100660
5878,Milho,28,24,A,739,1321,42706,22421,1,303072
5879,Trigo,44,12,B,692,138,32714,87693,0,243936
5880,Trigo,28,8,C,460,8526,26133,43604,1,155232
5881,Arroz,4,8,D,846,18031,15760,3138,0,40264
5882,Milho,22,8,D,353,2358,11385,51345,1,238128
5883,Feijão,38,6,A,411,4587,44224,15115,0,233700
5884,Soja,1,8,D,725,13167,22931,11665,0,4625
5885,Soja,40,10,B,819,7238,16280,34800,0,185000
5886,Feijão,15,18,D,520,12037,49304,2151,0,92250
5887,Milho,10,6,A,700,14004,18150,94020,0,108240
5888,Arroz,32,24,C,841,10969,44732,39367,1,322112
5889,Trigo,18,12,B,730,6379,47461,158,0,99792
5890,Arroz,48,6,B,424,1132,138,16225,1,483168
5891,Milho,10,8,D,428,8184,35625,71458,1,108240
5892,Trigo,40,12,B,666,16639,3701,46026,0,221760
5893,Trigo,1,10,C,815,4183,30260,58448,0,5544
5894,Feijão,34,18,B,528,4241,39323,31779,1,209100
5895,Soja,37,6,B,480,12878,44418,64657,0,171125
5896,Trigo,46,24,D,680,6015,7444,71199,1,255024
5897,Feijão,27,10,D,582,5142,1465,82515,1,166050
5898,Arroz,23,12,B,732,8089,27068,35300,1,231518
5899,Arroz,28,18,D,774,4456,39214,21084,0,281848
5900,Trigo,26,10,B,796,11689,11756,53842,1,144144
5901,Trigo,14,24,C,304,9094,29016,16202,0,77616
5902,Soja,27,18,B,752,4387,18476,66509,1,124875
5903,Trigo,34,8,B,377,5603,11064,69788,1,188496
5904,Milho,43,8,B,377,14812,15068,37158,0,465432
5905,Arroz,1,12,D,598,3491,42570,68293,1,10066
5906,Trigo,20,8,A,588,14936,29239,72478,1,110880
5907,Trigo,4,12,D,470,12093,45482,51384,1,22176
5908,Milho,30,10,A,549,14287,17337,45513,0,324720
5909,Milho,48,8,A,455,16336,18055,78552,1,519552
5910,Soja,16,24,A,758,15087,45825,27051,0,74000
5911,Soja,5,10,D,674,10887,29943,95045,0,23125
5912,Soja,14,12,D,332,4434,9433,33943,0,64750
5913,Feijão,46,10,A,581,4773,45860,39963,1,282900
5914,Milho,3,24,A,434,14596,4574,34287,1,32472
5915,Milho,40,12,D,380,9250,21052,41623,1,432960
5916,Milho,23,10,D,502,4062,22558,4528,1,248952
5917,Arroz,2,12,C,621,11209,5386,25207,0,20132
5918,Milho,5,6,B,646,2185,41011,17444,0,54120
5919,Trigo,21,18,B,422,241,1752,34659,0,116424
5920,Arroz,41,10,D,734,6405,33830,86194,0,412706
5921,Soja,7,10,C,586,15454,24734,53188,1,32375
5922,Feijão,27,18,B,659,6449,41103,1185,0,166050
5923,Arroz,2,12,D,773,6625,18321,28808,1,20132
5924,Milho,44,8,A,658,3106,3510,91636,1,476256
5925,Arroz,44,18,D,536,10433,9186,41268,1,442904
5926,Milho,45,8,D,516,9386,33934,278,1,487080
5927,Trigo,31,6,D,540,7092,42209,61809,1,171864
5928,Arroz,38,6,A,399,12470,48543,84895,1,382508
5929,Feijão,17,8,A,686,18019,16232,30053,0,104550
5930,Feijão,49,10,A,316,12293,36822,31103,0,301350
5931,Milho,48,8,D,332,2229,22718,16915,1,519552
5932,Arroz,4,10,A,543,14795,40631,80229,1,40264
5933,Soja,45,6,B,600,4754,4500,22873,1,208125
5934,Milho,5,10,C,560,1215,49090,44707,0,54120
5935,Soja,30,6,C,411,16434,18068,46937,1,138750
5936,Feijão,36,18,D,836,1150,7060,15991,0,221400
5937,Milho,26,6,D,498,19860,41329,22375,1,281424
5938,Soja,1,18,A,805,14300,13486,80923,1,4625
5939,Soja,40,24,B,737,19709,40518,68487,0,185000
5940,Soja,3,24,B,456,1282,37706,33028,0,13875
5941,Feijão,11,10,C,400,10823,48339,58410,0,67650
5942,Soja,2,8,B,479,6102,25561,70962,0,9250
5943,Soja,24,8,A,649,16461,29756,20869,1,111000
5944,Milho,47,6,D,739,12810,24985,58151,0,508728
5945,Arroz,45,24,C,741,7849,45007,26147,0,452970
5946,Soja,15,24,D,756,8009,42209,36678,0,69375
5947,Feijão,37,10,B,470,4419,25767,67885,0,227550
5948,Arroz,35,8,B,376,11755,10946,52310,1,352310
5949,Trigo,7,12,A,778,11097,39152,71508,1,38808
5950,Milho,49,12,C,450,17969,24628,58704,0,530376
5951,Soja,30,12,D,429,15440,34376,55611,0,138750
5952,Trigo,38,6,B,830,8964,6282,65421,0,210672
5953,Milho,2,10,B,747,6977,15495,15917,1,21648
5954,Milho,43,24,B,539,7971,32716,75398,1,465432
5955,Milho,6,10,C,353,3514,18587,73195,1,64944
5956,Feijão,49,10,D,611,200,2517,484,1,301350
5957,Soja,28,18,C,746,15404,27721,42423,1,129500
5958,Trigo,5,12,A,477,7823,30621,9225,1,27720
5959,Soja,1,12,A,614,8748,9697,82179,0,4625
5960,Trigo,18,18,D,526,10017,15096,38863,0,99792
5961,Trigo,45,18,A,393,19111,46926,50121,0,249480
5962,Feijão,30,18,D,572,3065,21232,29989,0,184500
5963,Soja,42,12,A,483,2683,22693,73544,0,194250
5964,Soja,23,18,C,479,546,36097,68734,0,106375
5965,Arroz,5,6,D,782,12574,2748,50126,1,50330
5966,Trigo,3,12,C,651,13283,8629,49199,0,16632
5967,Soja,20,12,D,366,4420,42300,39762,0,92500
5968,Milho,35,12,C,362,15282,7429,94141,0,378840
5969,Trigo,42,24,C,630,3531,31125,43282,0,232848
5970,Soja,40,10,B,418,17458,38126,77541,0,185000
5971,Soja,25,8,D,600,8612,25435,8049,0,115625
5972,Trigo,9,8,D,549,6819,24739,1195,1,49896
5973,Milho,23,8,C,742,5204,37947,10269,1,248952
5974,Trigo,16,8,A,587,19281,14897,44265,1,88704
5975,Milho,48,12,A,514,19742,591,73502,1,519552
5976,Arroz,17,12,B,518,18077,46627,54336,1,171122
5977,Arroz,25,18,C,835,13701,42191,71142,0,251650
5978,Arroz,13,12,A,628,11739,29039,97063,1,130858
5979,Soja,39,6,A,680,1133,33688,91760,0,180375
5980,Milho,35,6,A,541,13601,17982,22189,1,378840
5981,Feijão,49,6,C,499,8202,11200,50035,1,301350
5982,Milho,4,6,A,696,12708,14535,50888,0,43296
5983,Soja,5,8,C,817,779,44818,5453,0,23125
5984,Soja,18,24,D,646,3379,11042,42574,0,83250
5985,Milho,6,24,A,678,5912,33932,1803,1,64944
5986,Feijão,35,12,C,792,7299,40842,90276,0,215250
5987,Soja,38,24,C,740,9358,44241,89442,0,175750
5988,Arroz,20,10,B,613,12579,34594,32219,0,201320
5989,Arroz,25,10,C,490,13775,13729,35860,1,251650
5990,Arroz,13,10,B,775,15891,35375,20530,0,130858
5991,Trigo,41,8,D,837,5560,29528,16005,1,227304
5992,Arroz,15,10,C,376,12761,30100,18519,1,150990
5993,Trigo,42,8,D,323,787,28452,87034,1,232848
5994,Feijão,27,6,A,661,9438,8932,60420,0,166050
5995,Milho,2,12,D,615,19478,21396,20151,0,21648
5996,Trigo,27,8,B,602,900,43143,18202,1,149688
5997,Soja,32,18,A,396,12342,19547,75142,0,148000
5998,Soja,41,24,B,439,18208,14355,62194,0,189625
5999,Soja,32,6,B,840,11172,38893,8615,0,148000
6000,Milho,18,18,B,750,2382,1889,77322,1,194832
6001,Soja,5,24,C,712,6495,27566,62387,1,23125
6002,Arroz,20,8,B,776,15983,48802,26067,1,201320
6003,Trigo,7,12,B,693,2844,37863,96648,1,38808
6004,Soja,20,18,D,680,9247,42064,93886,1,92500
6005,Trigo,48,18,B,447,3342,2630,15523,1,266112
6006,Arroz,19,6,C,659,13286,3295,40214,0,191254
6007,Trigo,44,10,C,809,19661,2425,19144,0,243936
6008,Milho,39,10,D,616,3426,14053,3051,1,422136
6009,Milho,27,10,C,785,5946,44848,46886,0,292248
6010,Trigo,43,6,C,346,7641,33253,52536,1,238392
6011,Trigo,48,18,D,763,3293,18751,84763,0,266112
6012,Feijão,16,10,C,512,5890,14581,80755,1,98400
6013,Arroz,44,24,B,394,13712,17048,90945,0,442904
6014,Soja,5,8,B,548,9313,45023,40057,0,23125
6015,Feijão,4,10,B,628,17677,21851,12460,0,24600
6016,Feijão,36,18,A,493,9419,13572,65440,1,221400
6017,Feijão,44,12,C,761,5143,32440,27321,0,270600
6018,Trigo,10,18,B,755,7618,49243,87355,1,55440
6019,Feijão,10,10,B,775,18589,6514,10117,0,61500
6020,Arroz,48,18,C,693,9781,48190,41637,0,483168
6021,Soja,12,12,D,609,5410,27591,62013,1,55500
6022,Milho,39,6,D,370,18614,46393,84121,0,422136
6023,Trigo,16,6,D,734,16610,18438,41064,0,88704
6024,Arroz,19,6,B,789,12035,13117,35451,0,191254
6025,Arroz,19,18,C,521,5353,10561,55250,1,191254
6026,Feijão,26,6,A,737,1315,12090,93706,1,159900
6027,Milho,13,6,C,766,7724,7111,72987,1,140712
6028,Feijão,27,6,C,485,4685,13185,82027,1,166050
6029,Feijão,30,24,A,742,794,17847,21291,1,184500
6030,Milho,3,10,D,513,8653,39686,50073,1,32472
6031,Milho,46,6,C,382,10777,5849,8580,1,497904
6032,Trigo,34,8,A,705,13743,49410,66037,1,188496
6033,Arroz,43,18,B,669,18837,35901,39352,1,432838
6034,Arroz,32,10,B,814,6399,44915,31557,0,322112
6035,Feijão,16,10,C,813,2678,15897,40756,1,98400
6036,Trigo,6,8,D,691,13296,8515,62780,1,33264
6037,Arroz,17,18,C,588,10052,43569,48983,1,171122
6038,Milho,23,6,B,532,11049,7384,24224,1,248952
6039,Arroz,10,10,B,359,11842,45337,92487,0,100660
6040,Soja,5,10,A,406,17161,16941,75149,0,23125
6041,Arroz,37,8,B,342,1193,25018,97284,0,372442
6042,Trigo,12,10,B,417,11160,20879,22815,1,66528
6043,Arroz,33,8,D,371,13321,13877,17448,1,332178
6044,Milho,40,8,A,707,16744,38120,50325,1,432960
6045,Feijão,32,8,A,703,1866,10672,14372,1,196800
6046,Arroz,31,6,B,648,8949,4344,88420,0,312046
6047,Soja,28,18,B,340,10837,34519,66877,0,129500
6048,Soja,3,18,B,342,16715,33266,64450,1,13875
6049,Soja,42,10,D,848,19899,44011,15238,1,194250
6050,Soja,1,18,B,427,14698,582,41041,0,4625
6051,Arroz,2,12,D,746,7636,40845,75769,1,20132
6052,Soja,1,6,A,764,1927,6773,74670,0,4625
6053,Feijão,4,12,B,803,9787,6499,4703,1,24600
6054,Trigo,10,8,A,405,16618,19933,52562,1,55440
6055,Arroz,41,12,C,348,13916,30454,18134,0,412706
6056,Feijão,44,10,B,311,71,36325,30450,1,270600
6057,Soja,37,10,C,354,5462,20792,70332,0,171125
6058,Arroz,1,18,C,707,19464,11675,15911,1,10066
6059,Soja,24,8,B,760,10781,67,65732,0,111000
6060,Trigo,49,10,B,332,9756,40912,74546,0,271656
6061,Trigo,50,12,A,440,18266,8521,76407,0,277200
6062,Feijão,49,6,A,555,13965,5324,38223,1,301350
6063,Feijão,27,8,C,559,18220,47590,94082,1,166050
6064,Trigo,37,8,D,439,10115,570,51081,1,205128
6065,Soja,25,6,D,424,13796,15376,26976,0,115625
6066,Feijão,33,6,A,748,10843,23549,89664,1,202950
6067,Milho,13,6,D,695,329,11964,91671,1,140712
6068,Feijão,3,24,A,567,5799,30247,65053,0,18450
6069,Feijão,14,6,C,562,3222,14439,70665,1,86100
6070,Arroz,5,10,D,436,17302,25086,45363,0,50330
6071,Feijão,36,6,D,609,16861,40046,23661,0,221400
6072,Milho,26,24,A,686,2144,6287,46294,0,281424
6073,Soja,2,8,D,822,19813,26181,34722,0,9250
6074,Soja,34,10,B,597,19538,7564,76063,0,157250
6075,Feijão,25,18,D,377,10899,1399,98396,0,153750
6076,Soja,48,10,A,340,15068,14766,56591,1,222000
6077,Trigo,10,10,A,577,13137,13120,69441,0,55440
6078,Trigo,10,18,A,508,18937,13447,86003,0,55440
6079,Soja,3,6,A,577,12249,24284,33565,0,13875
6080,Trigo,10,10,C,515,16688,4319,94066,0,55440
6081,Arroz,28,8,D,494,12835,34949,13690,1,281848
6082,Feijão,9,24,C,560,15328,11530,17531,1,55350
6083,Feijão,44,12,D,394,12899,32384,53639,1,270600
6084,Milho,2,8,A,375,8366,5761,90161,0,21648
6085,Soja,21,24,C,418,10362,31265,76912,0,97125
6086,Feijão,10,18,D,673,11010,25291,60787,1,61500
6087,Milho,48,8,C,650,2604,21615,2432,0,519552
6088,Arroz,24,18,D,739,9726,6664,54728,1,241584
6089,Soja,18,18,D,381,10201,23527,70420,0,83250
6090,Trigo,38,10,A,489,7088,2412,80806,0,210672
6091,Arroz,34,10,A,312,3314,18980,79212,0,342244
6092,Arroz,43,18,C,407,646,33343,96836,0,432838
6093,Milho,7,10,A,800,4823,16576,39720,0,75768
6094,Trigo,26,18,C,442,1900,30553,47441,1,144144
6095,Arroz,20,18,C,649,3189,22126,60808,1,201320
6096,Trigo,28,12,A,445,11257,42826,43757,0,155232
6097,Milho,18,12,B,605,13174,7552,39358,1,194832
6098,Soja,39,8,B,486,252,2482,65383,1,180375
6099,Arroz,40,12,C,575,7822,35836,88289,0,402640
6100,Soja,27,18,A,757,4748,11146,22490,0,124875
6101,Arroz,19,24,A,640,9887,39637,97663,0,191254
6102,Milho,21,6,B,344,13400,13184,58984,0,227304
6103,Feijão,19,12,D,688,14152,7302,34851,1,116850
6104,Arroz,43,24,B,580,5485,6099,99723,1,432838
6105,Milho,29,8,A,512,4447,5754,13216,0,313896
6106,Trigo,20,8,B,693,15725,41407,26288,1,110880
6107,Milho,23,10,C,776,16384,49714,69882,1,248952
6108,Arroz,43,18,B,594,12300,78,71864,1,432838
6109,Soja,31,8,A,770,16804,1959,97706,0,143375
6110,Milho,22,6,C,765,11496,20233,74329,1,238128
6111,Arroz,6,6,A,617,6807,33719,87503,1,60396
6112,Milho,23,24,C,513,8696,46747,62318,1,248952
6113,Milho,23,10,C,679,15448,17772,52337,0,248952
6114,Feijão,9,18,C,520,9313,28375,71380,0,55350
6115,Trigo,14,18,C,341,14651,38382,89845,0,77616
6116,Soja,39,24,A,528,11960,18177,35928,1,180375
6117,Arroz,39,10,C,612,8277,40121,12529,1,392574
6118,Arroz,35,24,C,318,11639,37385,78810,0,352310
6119,Soja,8,12,A,407,6604,2888,40133,1,37000
6120,Trigo,14,12,A,671,14981,40791,9539,1,77616
6121,Arroz,40,8,B,537,4733,11552,22737,0,402640
6122,Milho,3,8,D,597,19778,12598,80599,1,32472
6123,Milho,8,6,A,301,15807,4900,11484,0,86592
6124,Soja,47,24,A,789,81,13539,78275,1,217375
6125,Milho,8,18,C,801,18291,1917,85195,1,86592
6126,Soja,22,24,B,601,8299,3561,85330,0,101750
6127,Trigo,4,10,C,579,13579,14602,90455,0,22176
6128,Soja,20,6,A,442,16151,7201,47617,1,92500
6129,Arroz,43,8,A,741,7082,49105,25950,0,432838
6130,Soja,18,10,D,694,17492,5010,4718,0,83250
6131,Feijão,42,18,A,416,11822,27218,508,0,258300
6132,Arroz,34,8,C,689,1565,24836,91195,0,342244
6133,Milho,36,12,C,317,8096,7923,6357,0,389664
6134,Trigo,7,24,B,499,17528,40074,66834,1,38808
6135,Feijão,25,24,D,674,17371,36379,32685,1,153750
6136,Milho,44,24,D,686,12225,11008,55705,1,476256
6137,Arroz,14,8,D,633,12190,47038,93612,1,140924
6138,Arroz,33,24,C,600,13585,13659,60415,1,332178
6139,Soja,29,6,D,568,9843,5457,77271,0,134125
6140,Milho,21,8,B,303,8369,23628,36236,0,227304
6141,Milho,2,24,D,325,2769,12105,23900,1,21648
6142,Milho,2,6,A,437,1670,32750,17260,0,21648
6143,Trigo,38,10,B,341,4683,12132,1036,0,210672
6144,Arroz,38,18,B,665,12840,48818,54757,1,382508
6145,Milho,25,10,B,539,6560,43462,81390,0,270600
6146,Arroz,5,8,D,331,8025,47525,72777,0,50330
